"na_count"
"MEDS_17_HUQ_13B",1523
"MEDS_18_HUQ_13A",0
"MEDS_18_HUQ_13B",1525
"MEDS_19_HUQ_13A",0
"MEDS_19_HUQ_13B",1526
"MEDS_20_HUQ_13A",0
"MEDS_20_HUQ_13B",1525
"MEDS_21_HUQ_13A",0
"MEDS_21_HUQ_13B",1526
"MEDS_22_HUQ_13A",0
"MEDS_22_HUQ_13B",1526
"MEDS_23_HUQ_13A",0
"MEDS_23_HUQ_13B",1526
"MEDS_24_HUQ_13A",0
"MEDS_24_HUQ_13B",1526
"MEDS_25_HUQ_13A",0
"MEDS_25_HUQ_13B",1526
"MEDS_26_HUQ_13A",0
"MEDS_26_HUQ_13B",1526
"MEDS_27_HUQ_13A",0
"MEDS_27_HUQ_13B",1526
"MEDS_28_HUQ_13A",0
"MEDS_28_HUQ_13B",1526
"HUQ_14",3
"HUQ_15_1",1382
"HUQ_15_2",1469
"HUQ_15_3",1498
"HUQ_15_4",1511
"HUQ_15_5",1518
"HUQ_15_6",1522
"HUQ_15_7",1526
"HUQ_15OTH",0
"HUQ_16_1",1383
"HUQ_16_2",1471
"HUQ_16_3",1511
"HUQ_16_4",1523
"HUQ_16_5",1526
"OHQ_1",1
"OHQ_2",0
"OHQ_3",30
"OHQ_4",2
"OHQ_5",1
"OHQ_6",53
"OHQ_7",933
"BPQ_1",9
"BPQ_2",3
"BPQ_3",1112
"BPQ_4",1126
"BPQ_5",1109
"BPQ_6",1181
"BPQ_7",1182
"BPQ_8",1110
"BPQ_9",1268
"BPQ_10",1111
"BPQ_11",1214
"BPQ_12",1110
"BPQ_13",1236
"BPQ_14",68
"BPQ_15",335
"BPQ_16",15
"BPQ_17",1102
"BPQ_18",1257
"BPQ_19",1260
"BPQ_20",1104
"BPQ_21",1178
"BPQ_22",1102
"BPQ_23",1283
"BPQ_24",1105
"BPQ_25",1231
"COMMENTTRIGLYCERIDE",1509
"TRIGLYCERIDE",330
"COMMENTLDL",1509
"LDLESTIMATE",341
"COMMENTHDL",1515
"HDL",329
"COMMENTCHOLESTEROL",1515
"CHOLESTEROLTOTAL",329
"HIGH_CHOL",329
"CHOL",286
"TOLDCHOL",288
"CHOLCONTROL",329
"DIQ_1",1
"DIQ_2",1371
"DIQ_3",198
"DIQ_4",49
"DIQ_5",1280
"DIQ_6",1489
"DIQ_6UNIT",1491
"DIQ_7",1240
"DIQ_8",1391
"DIQ_8UNIT",1393
"DIQ_9",1240
"DIQ_10",1519
"DIQ_10UNIT",1519
"DIQ_11",1371
"DIQ_12",1370
"DIQ_13",1372
"DIQ_14",1375
"PBD_2",828
"A1C",323
"COMMENTA1C",1467
"GLUCOSE",332
"GLUCOSESI",329
"COMMENTGLUCOSE",1513
"IFPG_DBTS",491
"A1C_DBTS",323
"SR_DBTS",0
"DBTS_NEW",281
"DX_DBTS",281
"NO_DBTS",288
"IFG_1",491
"ANY_IFG",491
"PREDIA",0
"ONLYIFG",496
"PRED_A1C",323
"PREDONLYA",496
"PREDBOTH",496
"ANYPRED",318
"DBTS_CNTRL",319
"DBTSDX_CNTRL",319
"MCQ_1",0
"MCQ_2",1267
"MCQ_3",1269
"MCQ_4",1382
"MCQ_5",1382
"MCQ_6",1382
"MCQ_7",19
"MCQ_8",1416
"MCQ_9A",5
"MCQ_10A",1238
"MCQ_11A",1318
"MCQ_9B",4
"MCQ_10B",1495
"MCQ_9C",3
"MCQ_10C",1489
"MCQ_9D",3
"MCQ_10D",1505
"MCQ_9E",0
"MCQ_10E",1495
"MCQ_9F",2
"MCQ_10F",1504
"MCQ_9G",0
"MCQ_10G",1510
"MCQ_9H",2
"MCQ_10H",1460
"MCQ_9I",4
"MCQ_10I",1469
"MCQ_9J",3
"MCQ_10J",1120
"MCQ_9K",4
"MCQ_10K",1299
"MCQ_9L",4
"MCQ_10L",1282
"MCQ_9M",5
"MCQ_10M",1474
"MCQ_11M",1474
"MCQ_12",2
"MCQ_13",1489
"MCQ_14",0
"MCQ_15_1",1418
"MCQ_15_2",1518
"MCQ_16_10",1524
"MCQ_16_11",1525
"MCQ_16_13",1526
"MCQ_16_14",1503
"MCQ_16_15",1523
"MCQ_16_16",1524
"MCQ_16_17",1525
"MCQ_16_18",1526
"MCQ_16_19",1525
"MCQ_16_20",1526
"MCQ_16_21",1525
"MCQ_16_22",1526
"MCQ_16_23",1524
"MCQ_16_24",1521
"MCQ_16_25",1523
"MCQ_16_26",1525
"MCQ_16_28",1523
"MCQ_16_30",1516
"MCQ_16_31",1525
"MCQ_16_32",1512
"MCQ_16_33",1520
"MCQ_16_37",1520
"MCQ_16_38",1521
"MCQ_16_39",1524
"MCQ_16_DK",1526
"MCQ_17",22
"MCQ_18",15
"MCQ_19",30
"MCQ_21",954
"MCQ_22",1157
"MCQ_23",1161
"MCQ_24",1
"MCQ_25",0
"IMQ_1",299
"IMQ_2",267
"IMQ_3",4
"IMQ_4",844
"IMQ_5",1049
"IMQ_6",1386
"PAQ_1",1
"PAQ_2",0
"PAQ_3",297
"PAQ_4",297
"PAQ_4UNIT",306
"PAQ_5",1446
"PAQ_6",1446
"PAQ_6UNIT",1446
"PAQ_7",4
"PAQ_8",0
"PAQ_9",827
"PAQ_9UNIT",827
"PAQ_10",827
"PAQ_10UNIT",832
"PAQ_11",3
"PAQ_12",586
"PAQ_12UNIT",587
"PAQ_13",587
"PAQ_13UNIT",591
"PAQ_14",1
"PAQ_15",898
"PAQ_15UNIT",898
"PAQ_16",0
"PAQ_17",1
"PAQ_18",1
"VIGEXHP",5
"MODEXHP",10
"PA_HP2010",85
"HP2010_ACTIVE",85
"PAG2008",0
"SR_ACTIVE",1
"DBQ_1",3
"DBQ_2",3
"DBQ_3",1
"DBQ_3UNIT",66
"DBQ_4",2
"DBQ_4UNIT",40
"DBQ_5",1
"DBQ_5UNIT",74
"DBQ_6",0
"DBQ_6UNIT",94
"DBQ_7",3
"DBQ_7UNIT",274
"DBQ_8",1
"DBQ_8UNIT",210
"DBQ_9",214
"DBQ_9UNIT",893
"DBQ_10",2
"DBQ_10UNIT",770
"DBQ_11",781
"DBQ_12",3
"DBQ_12UNIT",754
"SMQ_1",3
"SMQ_2",945
"SMQ_3",931
"CURRENT_SMKER",3
"SMQ_4",1214
"SMQ_4UNIT",1216
"SMQ_5",1255
"SMQ_6",1257
"SMQ_7",1352
"SMQ_8",1358
"SMQ_9",1354
"SMQ_10",1423
"SMQ_11",1430
"SMQ_12",177
"SMQ_13_1_1",1377
"SMQ_13_1_2",1509
"SMQ_13_1_3",1525
"SMQ_13_2_1",1352
"SMQ_13_2_2",1504
"SMQ_13_2_3",1524
"SMQ_13_2_4",1526
"SMQ_14",1
"SMQ_15",1
"RULES",1
"SMQ_16",7
"HOMESMELL",7
"WORKYN",593
"SMOKER",3
"DLYSMOKER",3
"SMOKER3CAT",3
"SMOKER4CAT",3
"NICOTINE",2
"CIGARETTES",67
"PIPES",326
"CIGARS_CIGARILLOS",295
"CHEWING_TOBACCO",325
"SNUFF",325
"HOOKAH_PIPE",289
"E_CIGARETTES",300
"NICOTINE_PATCHES_OTHER",317
"HOOKAH_OR_ECIG",265
"ALQ_1",6
"ALQ_2",417
"ALQ_3",416
"ALQ_1_UNIT",412
"HHN",0
"INQ_C1",1019
"INQ_C2",821
"INQ_1",24
"INQ_2",29
"INQ_3",27
"INQ_4",99
"INQ_5",0
"INCOME",213
"INC5K",213
"INC10K",213
"INC20K",161
"INC25K",213
"INC25KMOD",161
"POVGROUP6_0812CT",0
"POVGROUP4_0812CT",0
"POVGROUP6_0812",0
"POVGROUP4_0812",0
"RHQ_1",659
"RHQ_2",1053
"PREGNANT",0
"RHQ_3",1506
"RHQ_4",884
"RHQ_5",884
"RHQ_6",882
"RHQ_7",950
"RHQ_7OTH",0
"RHQ_8",661
"RHQ_9",749
"RHQ_10",870
"RHQ_11",1063
"WHQ_1UNIT",37
"WHQ_1FT",122
"WHQ_1IN",125
"WHQ_1M",1450
"WHQ_1CM",1450
"WHQ_2UNIT",30
"WHQ_2LB",63
"WHQ_3",6
"WHQ_4UNIT",38
"WHQ_4LB",71
"WHQ_5",5
"WHQ_6_1",793
"WHQ_6_2",924
"WHQ_6_3",1033
"WHQ_6_4",1130
"WHQ_6_5",1195
"WHQ_6_6",1273
"WHQ_6_7",1321
"WHQ_6_8",1369
"WHQ_6_9",1426
"WHQ_6_10",1462
"WHQ_6_11",1491
"WHQ_6_12",1516
"WHQ_6_13",1522
"WHQ_7LB",118
"WHQ_7KG",1463
"WHQ_7UNIT",40
"WHQ_8",76
"SSQ_1",6
"SSQ_2",8
"SSQ_3",8
"SSQ_4",7
"SSQ_5",8
"SSQ_6",9
"MHQ_1",62
"MHQ_2",60
"MHQ_3",64
"MHQ_4",60
"MHQ_5",61
"MHQ_6",64
"MHQ_7",62
"MHQ_8",64
"MHQ_9",989
"MHQ_10",989
"MHQ_11",990
"MHQ_12",989
"MHQ_13",991
"MHQ_14",989
"MHQ_15",382
"MHQ_16",388
"MHQ_17",381
"MHQ_18",1511
"MHQ_19",381
"MHQ_20",1499
"MHQ_21",382
"MHQ_22",1457
"MHQ_23",381
"MHQ_24",1511
"MHQ_25",381
"MHQ_26",1360
"MHQ_27",552
"MHQ_28",70
"MHQ_29",69
"MHQ_30",67
"MHQ_31",68
"MHQ_32",67
"MHQ_33",71
"MHQ_34",67
"MHQ_35",69
"MHQ_36",72
"K6SCMON",55
"SPDMON",55
"K6SCMAX",55
"SPDYR",55
"WHODASC2",55
"PHQ9SCORE",68
"PHQ9_DEP",68
"DXDEPRESSION",69
"TREATDEPRESS",68
"DISTRESS",55
"SMIYR",55
"AMIYR",55
"MMIYR",55
"LMIYR",55
"SXQ_1M",999
"SXQ_2M",1000
"SXQ_3M",1001
"SXQ_4M",999
"SXQ_5M",1025
"SXQ_6M",1050
"SXQ_7M",1053
"SXQ_8M",1136
"SXQ_9M",1168
"SXQ_10M",1342
"SXQ_11M",1144
"SXQ_12M",1217
"SXQ_13M",1446
"SXQ_14M",1460
"SXQ_15M",1459
"SXQ_16M",1480
"SXQ_17M",1484
"SXQ_18M",1480
"SXQ_19M",1488
"SXQ_20M",1110
"SXQ_1F",827
"SXQ_2F",830
"SXQ_3F",830
"SXQ_4F",828
"SXQ_5F",875
"SXQ_6F",884
"SXQ_7F",880
"SXQ_8F",1033
"SXQ_9F",1094
"SXQ_10F",1323
"SXQ_11F",1046
"SXQ_12F",1155
"SXQ_13F",1439
"SXQ_14F",1440
"SXQ_15F",1433
"SXQ_16F",1494
"SXQ_17F",1505
"SXQ_18F",1047
"SXQ_21",298
"SXQ_22M",1009
"SXQ_23M",998
"SXQ_23F",829
"SEXORIENT",300
"OSEXFEM",1145
"OSEXMALE",1175
"ORALSEX",793
"DUQ_1",286
"DUQ_2",1114
"DUQ_3",1325
"DUQ_4",286
"DUQ_5",1508
"DUQ_5UNIT",1508
"DUQ_6",1509
"DUQ_6UNIT",1509
"DUQ_7",1515
"DUQ_7UNIT",1515
"DUQ_8_1",1443
"DUQ_8_2",1513
"DUQ_8_3",1524
"DUQ_8OTH",0
"DUQ_9",286
"DUQ_10",1368
"DUQ_11",1449
"DUQ_12",284
"DUQ_13",285
"DUQ_14",283
"DUQ_15",284
"DUQ_16",282
"DUQ_17",1505
"DUQ_18",287
"HEROIN",283
"RXABUSE",286
"ANTHRO2A",36
"ANTHRO2B",36
"ANTHRO2C",35
"HGHT_A1",36
"HGHT_A1M",1493
"HGHT_A1S",0
"HGHT_R1_1",1518
"HGHT_R1_2",1526
"WGHT_R1_1",1518
"WGHT_R1_2",1526
"WAIST_1_1",1519
"WAIST_1_2",1526
"HEIGHTTRUE",36
"ANTHRO2_WEIGHT",27
"BMI",38
"BMI3CAT",58
"BMI4CAT",58
"PE_COMPLETED",7
"BLOOD_SPEC",8
"PBD_S1_1",307
"PBD_S2_1",1482
"PBD_F2_1",316
"PBD_F2_2",1524
"ITEMTAKEN",317
"FASTED",323
"DBT_FASTING",323
"COMMENTCREATININE",1515
"CREATININESI",329
"CREATININE",329
"COMMENTCADMIUM",320
"CADMIUM",326
"COMMENTLEAD",320
"LEAD",326
"LEADCAT",326
"COMMENTMERCURYB",320
"MERCURYTOTALBLOOD",326
"MERCURYCAT",326
"COMMENTCOTININE",318
"COTININE",332
"COTININECAT",332
"LBAHBCLC",318
"ANTIHBC",318
"LBAHBSLC",318
"ANTIHBS",318
"LBAHBGLC",1402
"HBSAG",1401
"LBXHBRLC",1520
"HBVDNA",1520
"HEPB",337
"LBAHCLC",318
"ANTIHCV",318
"LBAHCRLC",1360
"HCVRNA",1497
"HEPC",338
"US_MRI",70
"US_FEVT",71
"US_NSAID",75
"US_MENST",944
"US_03",69
"COMMENTALBUMIN",1380
"UALBUMIN",84
"UCREATININE",78
"COMMENTUACR",1380
"UACR",84
"UACRCAT",103
"COMMENTMERCURYU",114
"MERCURYU",119
"SALIVA_3",62
