"row_id","icd9_code","short_title","long_title"
"17",190,"01191","Pulmonary TB NOS-no exam","Pulmonary tuberculosis, unspecified, bacteriological or histological examination not done"
"18",191,"01192","Pulmon TB NOS-exam unkn","Pulmonary tuberculosis, unspecified, bacteriological or histological examination unknown (at present)"
"19",192,"01193","Pulmon TB NOS-micro dx","Pulmonary tuberculosis, unspecified, tubercle bacilli found (in sputum) by microscopy"
"20",193,"01194","Pulmon TB NOS-cult dx","Pulmonary tuberculosis, unspecified, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"21",194,"01195","Pulmon TB NOS-histo dx","Pulmonary tuberculosis, unspecified, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"22",195,"01196","Pulmon TB NOS-oth test","Pulmonary tuberculosis, unspecified, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"23",196,"01200","TB pleurisy-unspec","Tuberculous pleurisy, unspecified"
"24",197,"01201","TB pleurisy-no exam","Tuberculous pleurisy, bacteriological or histological examination not done"
"25",198,"01202","TB pleurisy-exam unkn","Tuberculous pleurisy, bacteriological or histological examination unknown (at present)"
"26",199,"01203","TB pleurisy-micro dx","Tuberculous pleurisy, tubercle bacilli found (in sputum) by microscopy"
"27",200,"01204","TB pleurisy-cult dx","Tuberculous pleurisy, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"28",201,"01205","TB pleurisy-histolog dx","Tuberculous pleurisy, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"29",202,"01206","TB pleurisy-oth test","Tuberculous pleurisy, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"30",203,"01210","TB thoracic nodes-unspec","Tuberculosis of intrathoracic lymph nodes, unspecified"
"31",204,"01211","TB thorax node-no exam","Tuberculosis of intrathoracic lymph nodes, bacteriological or histological examination not done"
"32",205,"01212","TB thorax node-exam unkn","Tuberculosis of intrathoracic lymph nodes, bacteriological or histological examination unknown (at present)"
"33",206,"01213","TB thorax node-micro dx","Tuberculosis of intrathoracic lymph nodes, tubercle bacilli found (in sputum) by microscopy"
"34",207,"01214","TB thorax node-cult dx","Tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"35",208,"01215","TB thorax node-histo dx","Tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"36",209,"01216","TB thorax node-oth test","Tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"37",210,"01220","Isol tracheal tb-unspec","Isolated tracheal or bronchial tuberculosis, unspecified"
"38",211,"01221","Isol tracheal tb-no exam","Isolated tracheal or bronchial tuberculosis, bacteriological or histological examination not done"
"39",212,"01222","Isol trach tb-exam unkn","Isolated tracheal or bronchial tuberculosis, bacteriological or histological examination unknown (at present)"
"40",213,"01223","Isolat trach tb-micro dx","Isolated tracheal or bronchial tuberculosis, tubercle bacilli found (in sputum) by microscopy"
"41",214,"01224","Isol tracheal tb-cult dx","Isolated tracheal or bronchial tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"42",215,"01225","Isolat trach tb-histo dx","Isolated tracheal or bronchial tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"43",216,"01226","Isolat trach tb-oth test","Isolated tracheal or bronchial tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"44",217,"01230","TB laryngitis-unspec","Tuberculous laryngitis, unspecified"
"45",218,"01231","TB laryngitis-no exam","Tuberculous laryngitis, bacteriological or histological examination not done"
"46",219,"01232","TB laryngitis-exam unkn","Tuberculous laryngitis, bacteriological or histological examination unknown (at present)"
"47",220,"01233","TB laryngitis-micro dx","Tuberculous laryngitis, tubercle bacilli found (in sputum) by microscopy"
"48",221,"01234","TB laryngitis-cult dx","Tuberculous laryngitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"49",222,"01235","TB laryngitis-histo dx","Tuberculous laryngitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"50",604,"01792","TB organ NEC-exam unkn","Tuberculosis of other specified organs, bacteriological or histological examination unknown (at present)"
"51",223,"01236","TB laryngitis-oth test","Tuberculous laryngitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"52",224,"01280","Resp TB NEC-unspec","Other specified respiratory tuberculosis, unspecified"
"53",225,"01281","Resp TB NEC-no exam","Other specified respiratory tuberculosis, bacteriological or histological examination not done"
"54",226,"01282","Resp TB NEC-exam unkn","Other specified respiratory tuberculosis, bacteriological or histological examination unknown (at present)"
"55",227,"01283","Resp TB NEC-micro dx","Other specified respiratory tuberculosis, tubercle bacilli found (in sputum) by microscopy"
"56",228,"01284","Resp TB NEC-cult dx","Other specified respiratory tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"57",229,"01285","Resp TB NEC-histo dx","Other specified respiratory tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"58",230,"01286","Resp TB NEC-oth test","Other specified respiratory tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"59",231,"01300","TB meningitis-unspec","Tuberculous meningitis, unspecified"
"60",232,"01301","TB meningitis-no exam","Tuberculous meningitis, bacteriological or histological examination not done"
"61",233,"0010","Cholera d/t vib cholerae","Cholera due to vibrio cholerae"
"62",234,"0011","Cholera d/t vib el tor","Cholera due to vibrio cholerae el tor"
"63",235,"0019","Cholera NOS","Cholera, unspecified"
"64",236,"0020","Typhoid fever","Typhoid fever"
"65",237,"0021","Paratyphoid fever a","Paratyphoid fever A"
"66",238,"0022","Paratyphoid fever b","Paratyphoid fever B"
"67",239,"0023","Paratyphoid fever c","Paratyphoid fever C"
"68",240,"0029","Paratyphoid fever NOS","Paratyphoid fever, unspecified"
"69",241,"0030","Salmonella enteritis","Salmonella gastroenteritis"
"70",242,"0031","Salmonella septicemia","Salmonella septicemia"
"71",243,"00320","Local salmonella inf NOS","Localized salmonella infection, unspecified"
"72",244,"00321","Salmonella meningitis","Salmonella meningitis"
"73",245,"00322","Salmonella pneumonia","Salmonella pneumonia"
"74",246,"00323","Salmonella arthritis","Salmonella arthritis"
"75",247,"00324","Salmonella osteomyelitis","Salmonella osteomyelitis"
"76",248,"00329","Local salmonella inf NEC","Other localized salmonella infections"
"77",249,"0038","Salmonella infection NEC","Other specified salmonella infections"
"78",250,"0039","Salmonella infection NOS","Salmonella infection, unspecified"
"79",251,"0040","Shigella dysenteriae","Shigella dysenteriae"
"80",252,"0041","Shigella flexneri","Shigella flexneri"
"81",253,"0042","Shigella boydii","Shigella boydii"
"82",254,"0043","Shigella sonnei","Shigella sonnei"
"83",255,"0048","Shigella infection NEC","Other specified shigella infections"
"84",256,"0049","Shigellosis NOS","Shigellosis, unspecified"
"85",257,"0050","Staph food poisoning","Staphylococcal food poisoning"
"86",258,"0051","Botulism food poisoning","Botulism food poisoning"
"87",259,"0052","Food pois d/t c. perfrin","Food poisoning due to Clostridium perfringens (C. welchii)"
"88",260,"0053","Food pois: clostrid NEC","Food poisoning due to other Clostridia"
"89",261,"0054","Food pois: v. parahaem","Food poisoning due to Vibrio parahaemolyticus"
"90",262,"00581","Food poisn d/t v. vulnif","Food poisoning due to Vibrio vulnificus"
"91",263,"00589","Bact food poisoning NEC","Other bacterial food poisoning"
"92",264,"0059","Food poisoning NOS","Food poisoning, unspecified"
"93",265,"0060","Ac amebiasis w/o abscess","Acute amebic dysentery without mention of abscess"
"94",266,"0061","Chr amebiasis w/o absces","Chronic intestinal amebiasis without mention of abscess"
"95",267,"0062","Amebic nondysent colitis","Amebic nondysenteric colitis"
"96",268,"01676","TB fem gen NEC-oth test","Tuberculosis of other female genital organs, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"97",269,"01690","Gu TB NOS-unspec","Genitourinary tuberculosis, unspecified, unspecified"
"98",270,"01691","Gu TB NOS-no exam","Genitourinary tuberculosis, unspecified, bacteriological or histological examination not done"
"99",271,"01692","Gu TB NOS-exam unkn","Genitourinary tuberculosis, unspecified, bacteriological or histological examination unknown (at present)"
"100",272,"01693","Gu TB NOS-micro dx","Genitourinary tuberculosis, unspecified, tubercle bacilli found (in sputum) by microscopy"
"101",273,"01694","Gu TB NOS-cult dx","Genitourinary tuberculosis, unspecified, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"102",274,"01695","Gu TB NOS-histo dx","Genitourinary tuberculosis, unspecified, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"103",275,"01696","Gu TB NOS-oth test","Genitourinary tuberculosis, unspecified, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"104",276,"01700","TB skin/subcutan-unspec","Tuberculosis of skin and subcutaneous cellular tissue, unspecified"
"105",277,"01701","TB skin/subcut-no exam","Tuberculosis of skin and subcutaneous cellular tissue, bacteriological or histological examination not done"
"106",278,"01702","TB skin/subcut-exam unkn","Tuberculosis of skin and subcutaneous cellular tissue, bacteriological or histological examination unknown (at present)"
"107",279,"01703","TB skin/subcut-micro dx","Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli found (in sputum) by microscopy"
"108",280,"01704","TB skin/subcut-cult dx","Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"109",281,"01705","TB skin/subcut-histo dx","Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"110",282,"01706","TB skin/subcut-oth test","Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"111",283,"01710","Erythema nodos tb-unspec","Erythema nodosum with hypersensitivity reaction in tuberculosis, unspecified"
"112",284,"01711","Erythem nodos tb-no exam","Erythema nodosum with hypersensitivity reaction in tuberculosis, bacteriological or histological examination not done"
"113",285,"01712","Erythem nod tb-exam unkn","Erythema nodosum with hypersensitivity reaction in tuberculosis, bacteriological or histological examination unknown (at present)"
"114",286,"01713","Erythem nod tb-micro dx","Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli found (in sputum) by microscopy"
"115",287,"01714","Erythem nodos tb-cult dx","Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"116",288,"01715","Erythem nod tb-histo dx","Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"117",1,"01716","Erythem nod tb-oth test","Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"118",2,"01720","TB periph lymph-unspec","Tuberculosis of peripheral lymph nodes, unspecified"
"119",3,"01721","TB periph lymph-no exam","Tuberculosis of peripheral lymph nodes, bacteriological or histological examination not done"
"120",4,"01722","TB periph lymph-exam unk","Tuberculosis of peripheral lymph nodes, bacteriological or histological examination unknown (at present)"
"121",5,"01723","TB periph lymph-micro dx","Tuberculosis of peripheral lymph nodes, tubercle bacilli found (in sputum) by microscopy"
"122",6,"01724","TB periph lymph-cult dx","Tuberculosis of peripheral lymph nodes, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"123",7,"01725","TB periph lymph-histo dx","Tuberculosis of peripheral lymph nodes, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"124",8,"01726","TB periph lymph-oth test","Tuberculosis of peripheral lymph nodes, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"125",9,"01730","TB of eye-unspec","Tuberculosis of eye, unspecified"
"126",10,"01731","TB of eye-no exam","Tuberculosis of eye, bacteriological or histological examination not done"
"127",11,"01732","TB of eye-exam unkn","Tuberculosis of eye, bacteriological or histological examination unknown (at present)"
"128",12,"01733","TB of eye-micro dx","Tuberculosis of eye, tubercle bacilli found (in sputum) by microscopy"
"129",13,"01734","TB of eye-cult dx","Tuberculosis of eye, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"130",14,"01735","TB of eye-histo dx","Tuberculosis of eye, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"131",15,"01736","TB of eye-oth test","Tuberculosis of eye, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"132",16,"01740","TB of ear-unspec","Tuberculosis of ear, unspecified"
"133",17,"01741","TB of ear-no exam","Tuberculosis of ear, bacteriological or histological examination not done"
"134",18,"01742","TB of ear-exam unkn","Tuberculosis of ear, bacteriological or histological examination unknown (at present)"
"135",19,"01743","TB of ear-micro dx","Tuberculosis of ear, tubercle bacilli found (in sputum) by microscopy"
"136",20,"01744","TB of ear-cult dx","Tuberculosis of ear, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"137",21,"01745","TB of ear-histo dx","Tuberculosis of ear, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"138",22,"01746","TB of ear-oth test","Tuberculosis of ear, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"139",23,"01750","TB of thyroid-unspec","Tuberculosis of thyroid gland, unspecified"
"140",24,"01751","TB of thyroid-no exam","Tuberculosis of thyroid gland, bacteriological or histological examination not done"
"141",25,"01752","TB of thyroid-exam unkn","Tuberculosis of thyroid gland, bacteriological or histological examination unknown (at present)"
"142",26,"01753","TB of thyroid-micro dx","Tuberculosis of thyroid gland, tubercle bacilli found (in sputum) by microscopy"
"143",27,"01754","TB of thyroid-cult dx","Tuberculosis of thyroid gland, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"144",28,"01755","TB of thyroid-histo dx","Tuberculosis of thyroid gland, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"145",29,"01756","TB of thyroid-oth test","Tuberculosis of thyroid gland, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"146",30,"01760","TB of adrenal-unspec","Tuberculosis of adrenal glands, unspecified"
"147",31,"01761","TB of adrenal-no exam","Tuberculosis of adrenal glands, bacteriological or histological examination not done"
"148",32,"01762","TB of adrenal-exam unkn","Tuberculosis of adrenal glands, bacteriological or histological examination unknown (at present)"
"149",33,"01763","TB of adrenal-micro dx","Tuberculosis of adrenal glands, tubercle bacilli found (in sputum) by microscopy"
"150",34,"01764","TB of adrenal-cult dx","Tuberculosis of adrenal glands, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"151",35,"01765","TB of adrenal-histo dx","Tuberculosis of adrenal glands, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"152",36,"01766","TB of adrenal-oth test","Tuberculosis of adrenal glands, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"153",37,"01770","TB of spleen-unspec","Tuberculosis of spleen, unspecified"
"154",38,"01771","TB of spleen-no exam","Tuberculosis of spleen, bacteriological or histological examination not done"
"155",39,"01772","TB of spleen-exam unkn","Tuberculosis of spleen, bacteriological or histological examination unknown (at present)"
"156",40,"01773","TB of spleen-micro dx","Tuberculosis of spleen, tubercle bacilli found (in sputum) by microscopy"
"157",372,"0863","Gambian trypanosomiasis","Gambian trypanosomiasis"
"158",41,"01774","TB of spleen-cult dx","Tuberculosis of spleen, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"159",42,"01775","TB of spleen-histo dx","Tuberculosis of spleen, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"160",43,"01776","TB of spleen-oth test","Tuberculosis of spleen, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"161",44,"01780","TB esophagus-unspec","Tuberculosis of esophagus, unspecified"
"162",45,"01781","TB esophagus-no exam","Tuberculosis of esophagus, bacteriological or histological examination not done"
"163",46,"01782","TB esophagus-exam unkn","Tuberculosis of esophagus, bacteriological or histological examination unknown (at present)"
"164",47,"01783","TB esophagus-micro dx","Tuberculosis of esophagus, tubercle bacilli found (in sputum) by microscopy"
"165",48,"01784","TB esophagus-cult dx","Tuberculosis of esophagus, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"166",49,"01785","TB esophagus-histo dx","Tuberculosis of esophagus, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"167",50,"01786","TB esophagus-oth test","Tuberculosis of esophagus, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"168",51,"01790","TB of organ NEC-unspec","Tuberculosis of other specified organs, unspecified"
"169",52,"01791","TB of organ NEC-no exam","Tuberculosis of other specified organs, bacteriological or histological examination not done"
"170",53,"0063","Amebic liver abscess","Amebic liver abscess"
"171",54,"0064","Amebic lung abscess","Amebic lung abscess"
"172",55,"0065","Amebic brain abscess","Amebic brain abscess"
"173",56,"0066","Amebic skin ulceration","Amebic skin ulceration"
"174",57,"0068","Amebic infection NEC","Amebic infection of other sites"
"175",58,"0069","Amebiasis NOS","Amebiasis, unspecified"
"176",59,"0070","Balantidiasis","Balantidiasis"
"177",60,"0071","Giardiasis","Giardiasis"
"178",61,"0072","Coccidiosis","Coccidiosis"
"179",62,"0073","Intest trichomoniasis","Intestinal trichomoniasis"
"180",63,"0074","Cryptosporidiosis","Cryptosporidiosis"
"181",64,"0075","Cyclosporiasis","Cyclosporiasis"
"182",65,"0078","Protozoal intest dis NEC","Other specified protozoal intestinal diseases"
"183",66,"0079","Protozoal intest dis NOS","Unspecified protozoal intestinal disease"
"184",67,"00800","Intest infec e coli NOS","Intestinal infection due to E. coli, unspecified"
"185",68,"00801","Int inf e coli entrpath","Intestinal infection due to enteropathogenic E. coli"
"186",69,"00802","Int inf e coli entrtoxgn","Intestinal infection due to enterotoxigenic E. coli"
"187",70,"00803","Int inf e coli entrnvsv","Intestinal infection due to enteroinvasive E. coli"
"188",71,"00804","Int inf e coli entrhmrg","Intestinal infection due to enterohemorrhagic E. coli"
"189",72,"00809","Int inf e coli spcf NEC","Intestinal infection due to other intestinal E. coli infections"
"190",73,"0081","Arizona enteritis","Intestinal infection due to arizona group of paracolon bacilli"
"191",74,"0082","Aerobacter enteritis","Intestinal infection due to aerobacter aerogenes"
"192",75,"0083","Proteus enteritis","Intestinal infection due to proteus (mirabilis) (morganii)"
"193",76,"00841","Staphylococc enteritis","Intestinal infection due to staphylococcus"
"194",77,"00842","Pseudomonas enteritis","Intestinal infection due to pseudomonas"
"195",78,"00843","Int infec campylobacter","Intestinal infection due to campylobacter"
"196",79,"00844","Int inf yrsnia entrcltca","Intestinal infection due to yersinia enterocolitica"
"197",80,"00845","Int inf clstrdium dfcile","Intestinal infection due to Clostridium difficile"
"198",81,"00846","Intes infec oth anerobes","Intestinal infection due to other anaerobes"
"199",82,"00847","Int inf oth grm neg bctr","Intestinal infection due to other gram-negative bacteria"
"200",83,"00849","Bacterial enteritis NEC","Intestinal infection due to other organisms"
"201",84,"0085","Bacterial enteritis NOS","Bacterial enteritis, unspecified"
"202",85,"00861","Intes infec rotavirus","Enteritis due to rotavirus"
"203",86,"00862","Intes infec adenovirus","Enteritis due to adenovirus"
"204",87,"00863","Int inf norwalk virus","Enteritis due to norwalk virus"
"205",88,"00864","Int inf oth sml rnd vrus","Enteritis due to other small round viruses [SRV's]"
"206",89,"00865","Enteritis d/t calicivirs","Enteritis due to calicivirus"
"207",90,"00866","Intes infec astrovirus","Enteritis due to astrovirus"
"208",91,"00867","Int inf enterovirus NEC","Enteritis due to enterovirus nec"
"209",92,"00869","Other viral intes infec","Enteritis due to other viral enteritis"
"210",93,"0088","Viral enteritis NOS","Intestinal infection due to other organism, not elsewhere classified"
"211",94,"0090","Infectious enteritis NOS","Infectious colitis, enteritis, and gastroenteritis"
"212",95,"0091","Enteritis of infect orig","Colitis, enteritis, and gastroenteritis of presumed infectious origin"
"213",96,"0092","Infectious diarrhea NOS","Infectious diarrhea"
"214",97,"0093","Diarrhea of infect orig","Diarrhea of presumed infectious origin"
"215",98,"01000","Prim TB complex-unspec","Primary tuberculous infection, unspecified"
"216",99,"01001","Prim TB complex-no exam","Primary tuberculous infection, bacteriological or histological examination not done"
"217",100,"01002","Prim TB complex-exm unkn","Primary tuberculous infection, bacteriological or histological examination unknown (at present)"
"218",101,"01003","Prim TB complex-micro dx","Primary tuberculous infection, tubercle bacilli found (in sputum) by microscopy"
"219",102,"01004","Prim TB complex-cult dx","Primary tuberculous infection, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"220",103,"01005","Prim TB complex-histo dx","Primary tuberculous infection, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"221",104,"01006","Prim TB complex-oth test","Primary tuberculous infection, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"222",105,"01010","Prim TB pleurisy-unspec","Tuberculous pleurisy in primary progressive tuberculosis, unspecified"
"223",106,"01011","Prim TB pleurisy-no exam","Tuberculous pleurisy in primary progressive tuberculosis, bacteriological or histological examination not done"
"224",373,"0864","Rhodesian trypanosomias","Rhodesian trypanosomiasis"
"225",107,"01012","Prim TB pleur-exam unkn","Tuberculous pleurisy in primary progressive tuberculosis, bacteriological or histological examination unknown (at present)"
"226",108,"01013","Prim TB pleuris-micro dx","Tuberculous pleurisy in primary progressive tuberculosis, tubercle bacilli found (in sputum) by microscopy"
"227",109,"01014","Prim TB pleurisy-cult dx","Tuberculous pleurisy in primary progressive tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"228",110,"01015","Prim TB pleuris-histo dx","Tuberculous pleurisy in primary progressive tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"229",111,"01016","Prim TB pleuris-oth test","Tuberculous pleurisy in primary progressive tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"230",112,"01080","Prim prog TB NEC-unspec","Other primary progressive tuberculosis, unspecified"
"231",113,"01081","Prim prog TB NEC-no exam","Other primary progressive tuberculosis, bacteriological or histological examination not done"
"232",114,"01082","Prim pr TB NEC-exam unkn","Other primary progressive tuberculosis, bacteriological or histological examination unknown (at present)"
"233",115,"01083","Prim prg TB NEC-micro dx","Other primary progressive tuberculosis, tubercle bacilli found (in sputum) by microscopy"
"234",116,"01084","Prim prog TB NEC-cult dx","Other primary progressive tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"235",117,"01085","Prim prg TB NEC-histo dx","Other primary progressive tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"236",118,"01086","Prim prg TB NEC-oth test","Other primary progressive tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"237",119,"01090","Primary TB NOS-unspec","Primary tuberculous infection, unspecified, unspecified"
"238",120,"01091","Primary TB NOS-no exam","Primary tuberculous infection, unspecified, bacteriological or histological examination not done"
"239",121,"01092","Primary TB NOS-exam unkn","Primary tuberculous infection, unspecified, bacteriological or histological examination unknown (at present)"
"240",122,"01093","Primary TB NOS-micro dx","Primary tuberculous infection, unspecified, tubercle bacilli found (in sputum) by microscopy"
"241",123,"01094","Primary TB NOS-cult dx","Primary tuberculous infection, unspecified, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"242",124,"01095","Primary TB NOS-histo dx","Primary tuberculous infection, unspecified, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"243",125,"01096","Primary TB NOS-oth test","Primary tuberculous infection, unspecified, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"244",126,"01100","TB lung infiltr-unspec","Tuberculosis of lung, infiltrative, unspecified"
"245",127,"01101","TB lung infiltr-no exam","Tuberculosis of lung, infiltrative, bacteriological or histological examination not done"
"246",128,"01102","TB lung infiltr-exm unkn","Tuberculosis of lung, infiltrative, bacteriological or histological examination unknown (at present)"
"247",129,"01103","TB lung infiltr-micro dx","Tuberculosis of lung, infiltrative, tubercle bacilli found (in sputum) by microscopy"
"248",130,"01104","TB lung infiltr-cult dx","Tuberculosis of lung, infiltrative, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
"249",131,"01105","TB lung infiltr-histo dx","Tuberculosis of lung, infiltrative, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
"250",132,"01106","TB lung infiltr-oth test","Tuberculosis of lung, infiltrative, tubercle bacilli not found bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
"251",133,"01110","TB lung nodular-unspec","Tuberculosis of lung, nodular, unspecified"
"252",134,"01111","TB lung nodular-no exam","Tuberculosis of lung, nodular, bacteriological or histological examination not done"
"253",135,"01112","TB lung nodul-exam unkn","Tuberculosis of lung, nodular, bacteriological or histological examination unknown (at present)"
"254",136,"01113","TB lung nodular-micro dx","Tuberculosis of lung, nodular, tubercle bacilli found (in sputum) by microscopy"
"255",137,"01114","TB lung nodular-cult dx","Tuberculosis of lung, nodular, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
