"row_id","itemid","label","abbreviation","dbsource","linksto","category","unitname","param_type","conceptid"
"25",1176,993,"bladder pressure",NA,"carevue","chartevents",NA,NA,NA,NA
"26",1177,996,"BLADDER PRESSURE",NA,"carevue","chartevents",NA,NA,NA,NA
"27",1178,1000,"cisatricurium",NA,"carevue","chartevents",NA,NA,NA,NA
"28",1179,1001,"rotation",NA,"carevue","chartevents",NA,NA,NA,NA
"29",1180,1003,"cuff pressure",NA,"carevue","chartevents",NA,NA,NA,NA
"30",1181,1010,"High exhaled min vol",NA,"carevue","chartevents",NA,NA,NA,NA
"31",1182,1011,"urine osmolarity",NA,"carevue","chartevents",NA,NA,NA,NA
"32",1183,1015,"PASSY MUIR VALVE",NA,"carevue","chartevents",NA,NA,NA,NA
"33",1184,1019,"THIGH HI TEDS",NA,"carevue","chartevents",NA,NA,NA,NA
"34",1185,1022,"Trach care",NA,"carevue","chartevents",NA,NA,NA,NA
"35",1186,1023,"cisatra mcg/kg/min",NA,"carevue","chartevents",NA,NA,NA,NA
"36",1187,1027,"abdominal binder",NA,"carevue","chartevents",NA,NA,NA,NA
"37",1188,1028,"Cisatracurium",NA,"carevue","chartevents",NA,NA,NA,NA
"38",1189,1029,"INCENTIVE SPIROMETER",NA,"carevue","chartevents",NA,NA,NA,NA
"39",1190,1032,"Hi/minute/vol/alarm",NA,"carevue","chartevents",NA,NA,NA,NA
"40",1191,1034,"RA SAT",NA,"carevue","chartevents",NA,NA,NA,NA
"41",1192,1035,"WEDGE SAT",NA,"carevue","chartevents",NA,NA,NA,NA
"42",1193,1036,"protonics",NA,"carevue","chartevents",NA,NA,NA,NA
"43",1194,1037,"O2 %",NA,"carevue","chartevents",NA,NA,NA,NA
"44",1195,1038,"Hi/minute/vols alarm",NA,"carevue","chartevents",NA,NA,NA,NA
"45",1196,1039,"MDI #4",NA,"carevue","chartevents",NA,NA,NA,NA
"46",1197,1040,"BIpap FIO2",NA,"carevue","chartevents",NA,NA,NA,NA
"47",1198,1041,"flap doppler",NA,"carevue","chartevents",NA,NA,NA,NA
"48",1199,1042,"acetomenophen",NA,"carevue","chartevents",NA,NA,NA,NA
"49",1200,1043,"Less Restrict Meas.",NA,"carevue","chartevents",NA,NA,NA,NA
"50",1201,1044,"Pain Level",NA,"carevue","chartevents",NA,NA,NA,NA
"51",1202,1045,"Pain Level/Response",NA,"carevue","chartevents",NA,NA,NA,NA
"52",1203,1046,"Pain Present",NA,"carevue","chartevents",NA,NA,NA,NA
"53",1204,1047,"Range of Motion",NA,"carevue","chartevents",NA,NA,NA,NA
"54",1205,1048,"zzzn Management",NA,"carevue","chartevents",NA,NA,NA,NA
"55",1206,1049,"AICD",NA,"carevue","chartevents",NA,NA,NA,NA
"56",1207,1050,"left thigh hematoma",NA,"carevue","chartevents",NA,NA,NA,NA
"57",1208,1051,"passy-muir valve",NA,"carevue","chartevents",NA,NA,NA,NA
"58",1209,1052,"rocuronium",NA,"carevue","chartevents",NA,NA,NA,NA
"59",1210,1053,"bed/bath linen",NA,"carevue","chartevents",NA,NA,NA,NA
"60",1211,1054,"protonix",NA,"carevue","chartevents",NA,NA,NA,NA
"61",1212,1055,"Hi/Minute/vol/alarm",NA,"carevue","chartevents",NA,NA,NA,NA
"62",1213,1056,"chest pt",NA,"carevue","chartevents",NA,NA,NA,NA
"63",1214,1057,"edema",NA,"carevue","chartevents",NA,NA,NA,NA
"64",1215,1058,"foley cath. care",NA,"carevue","chartevents",NA,NA,NA,NA
"65",1216,1059,"shampoo hair",NA,"carevue","chartevents",NA,NA,NA,NA
"66",1217,1060,"ammonia",NA,"carevue","chartevents",NA,NA,NA,NA
"67",1218,1061,"mulitpodis boots",NA,"carevue","chartevents",NA,NA,NA,NA
"68",1219,1062,"PMV on/off",NA,"carevue","chartevents",NA,NA,NA,NA
"69",1220,1063,"bath",NA,"carevue","chartevents",NA,NA,NA,NA
"70",1221,1066,"shave",NA,"carevue","chartevents",NA,NA,NA,NA
"71",1222,1067,"apnea test",NA,"carevue","chartevents",NA,NA,NA,NA
"72",1223,1069,"seizure activity",NA,"carevue","chartevents",NA,NA,NA,NA
"73",1224,1070,"shampoo",NA,"carevue","chartevents",NA,NA,NA,NA
"74",1225,1077,"HAIR WASHED",NA,"carevue","chartevents",NA,NA,NA,NA
"75",1226,1078,"BATH",NA,"carevue","chartevents",NA,NA,NA,NA
"76",1227,1079,"INV#1Chg o/Wire Date",NA,"carevue","chartevents",NA,NA,NA,NA
"77",1228,1080,"INV#2Chg o/Wire Date",NA,"carevue","chartevents",NA,NA,NA,NA
"78",1229,1081,"INV#3Chg o/Wire Date",NA,"carevue","chartevents",NA,NA,NA,NA
"79",1230,1082,"INV#4Chg o/Wire Date",NA,"carevue","chartevents",NA,NA,NA,NA
"80",1231,1083,"INV#5Chg o/Wire Date",NA,"carevue","chartevents",NA,NA,NA,NA
"81",1232,1084,"INV#6Chg o/Wire Date",NA,"carevue","chartevents",NA,NA,NA,NA
"82",1233,1085,"INV#7Chg o/Wire Date",NA,"carevue","chartevents",NA,NA,NA,NA
"83",1234,1086,"INV#8Chg o/Wire Date",NA,"carevue","chartevents",NA,NA,NA,NA
"84",1235,1087,"Pain Assess Method",NA,"carevue","chartevents",NA,NA,NA,NA
"85",1236,1089,"PainLevel Acceptable",NA,"carevue","chartevents",NA,NA,NA,NA
"86",1237,1090,"Ramsey SedationScale",NA,"carevue","chartevents",NA,NA,NA,NA
"87",1238,1091,"Trach Insert Date",NA,"carevue","chartevents",NA,NA,NA,NA
"88",1239,1092,"zzzzz Date",NA,"carevue","chartevents",NA,NA,NA,NA
"89",1240,1093,"coccyx drsg change",NA,"carevue","chartevents",NA,NA,NA,NA
"90",1241,1094,"PODUS BOOT",NA,"carevue","chartevents",NA,NA,NA,NA
"91",1242,1095,"cuff leak present",NA,"carevue","chartevents",NA,NA,NA,NA
"92",1243,1096,"Auto-PEEP level",NA,"carevue","chartevents",NA,NA,NA,NA
"93",1244,1097,"Pantoprazole  mg/hr",NA,"carevue","chartevents",NA,NA,NA,NA
"94",1245,1098,"cisatracurium mg/kg",NA,"carevue","chartevents",NA,NA,NA,NA
"95",1246,1099,"tegretol",NA,"carevue","chartevents",NA,NA,NA,NA
"96",1247,1100,"PRESSURE BAG R.GROIN",NA,"carevue","chartevents",NA,NA,NA,NA
"97",1248,1101,"PROTONIX",NA,"carevue","chartevents",NA,NA,NA,NA
"98",1249,1102,"high exhaled min vol",NA,"carevue","chartevents",NA,NA,NA,NA
"99",1250,1103,"cvp",NA,"carevue","chartevents",NA,NA,NA,NA
"100",1251,1104,"HI/Minute/vol/alarm",NA,"carevue","chartevents",NA,NA,NA,NA
"101",1252,1106,"Meperidine mg/hr",NA,"carevue","chartevents",NA,NA,NA,NA
"102",1253,1107,"DEMEROL DRIP",NA,"carevue","chartevents",NA,NA,NA,NA
"103",1254,1108,"mucomyst",NA,"carevue","chartevents",NA,NA,NA,NA
"104",1255,1110,"drsg change",NA,"carevue","chartevents",NA,NA,NA,NA
"105",1256,1111,"PEG TUBE DRESSING",NA,"carevue","chartevents",NA,NA,NA,NA
"106",1257,1112,"l/r heel drsg change",NA,"carevue","chartevents",NA,NA,NA,NA
"107",1258,1113,"sacral drsg change",NA,"carevue","chartevents",NA,NA,NA,NA
"108",1259,1114,"FOLLOWS CONSISTENTLY",NA,"carevue","chartevents",NA,NA,NA,NA
"109",1260,1115,"passey muir valve",NA,"carevue","chartevents",NA,NA,NA,NA
"110",1261,1116,"passey-muir valve",NA,"carevue","chartevents",NA,NA,NA,NA
"111",1262,1117,"PASSEY MUIR VALVE",NA,"carevue","chartevents",NA,NA,NA,NA
"112",1263,1118,"multipodus boot",NA,"carevue","chartevents",NA,NA,NA,NA
"113",1264,1119,"seizure pads",NA,"carevue","chartevents",NA,NA,NA,NA
"114",1265,1120,"trach",NA,"carevue","chartevents",NA,NA,NA,NA
"115",1266,1121,"HI/Minute/Vol/Alarm",NA,"carevue","chartevents",NA,NA,NA,NA
"116",1267,1122,"lepirudin",NA,"carevue","chartevents",NA,NA,NA,NA
"117",1268,1123,"dsg change to coccyx",NA,"carevue","chartevents",NA,NA,NA,NA
"118",1269,1124,"NESIRITIDE",NA,"carevue","chartevents",NA,NA,NA,NA
"119",1270,1125,"Service Type",NA,"carevue","chartevents",NA,NA,NA,NA
"120",1271,1126,"Art.pH",NA,"carevue","chartevents","ABG",NA,NA,NA
"121",1272,1127,"WBC   (4-11,000)",NA,"carevue","chartevents","Hematology",NA,NA,NA
"122",1273,1133,"Multi-podis boots",NA,"carevue","chartevents",NA,NA,NA,NA
"123",1274,1134,"pad change",NA,"carevue","chartevents",NA,NA,NA,NA
"124",1275,1135,"PAD CHANGE",NA,"carevue","chartevents",NA,NA,NA,NA
"125",1276,1136,"vasopressin",NA,"carevue","chartevents",NA,NA,NA,NA
"126",1277,1162,"BUN",NA,"carevue","chartevents",NA,NA,NA,NA
"127",1278,1165,"Hgb",NA,"carevue","chartevents",NA,NA,NA,NA
"128",1279,1187,"demerol",NA,"carevue","chartevents",NA,NA,NA,NA
"129",1280,1188,"dressing change",NA,"carevue","chartevents",NA,NA,NA,NA
"130",1281,1189,"finger stick",NA,"carevue","chartevents",NA,NA,NA,NA
"131",1282,1190,"natrecor mcg/kg/min",NA,"carevue","chartevents",NA,NA,NA,NA
"132",1283,1191,"Glucometer",NA,"carevue","chartevents",NA,NA,NA,NA
"133",1284,1192,"Pericardial Pressure",NA,"carevue","chartevents",NA,NA,NA,NA
"134",1285,1193,"L. ARM SLING",NA,"carevue","chartevents",NA,NA,NA,NA
"135",1286,1194,"natrecor",NA,"carevue","chartevents",NA,NA,NA,NA
"136",1287,1195,"HFI Bias Flow:",NA,"carevue","chartevents",NA,NA,NA,NA
"137",1288,1196,"HFO % I time",NA,"carevue","chartevents",NA,NA,NA,NA
"138",1289,1197,"HFO Amplitude",NA,"carevue","chartevents",NA,NA,NA,NA
"139",1290,1198,"HFO Frq. (Hz)",NA,"carevue","chartevents",NA,NA,NA,NA
"140",1291,1199,"HFO MAP",NA,"carevue","chartevents",NA,NA,NA,NA
"141",1292,1200,"High MAP Alarm",NA,"carevue","chartevents",NA,NA,NA,NA
"142",1293,1201,"Low MAP alarm",NA,"carevue","chartevents",NA,NA,NA,NA
"143",1294,1202,"bathed",NA,"carevue","chartevents",NA,NA,NA,NA
"144",1295,1203,"fleets enema",NA,"carevue","chartevents",NA,NA,NA,NA
"145",1296,1204,"Bias Flow",NA,"carevue","chartevents",NA,NA,NA,NA
"146",1297,1205,"HFO Amplitude deta P",NA,"carevue","chartevents",NA,NA,NA,NA
"147",1298,1206,"HFO FIO2:",NA,"carevue","chartevents",NA,NA,NA,NA
"148",1299,1207,"HFO Hz:",NA,"carevue","chartevents",NA,NA,NA,NA
"149",1300,1208,"HFO max pres. alarm",NA,"carevue","chartevents",NA,NA,NA,NA
"150",1301,1209,"HFO mean airway Pres",NA,"carevue","chartevents",NA,NA,NA,NA
"151",462,502,"PCV Insp Vt (Obser)",NA,"carevue","chartevents",NA,NA,NA,NA
"152",463,503,"PCV Set Insp. Press",NA,"carevue","chartevents",NA,NA,NA,NA
"153",464,504,"PCWP",NA,"carevue","chartevents",NA,NA,NA,NA
"154",465,505,"PEEP",NA,"carevue","chartevents",NA,NA,NA,NA
"155",466,506,"PEEP Set",NA,"carevue","chartevents",NA,NA,NA,NA
"156",467,507,"PIP",NA,"carevue","chartevents",NA,NA,NA,NA
"157",468,508,"PT Splint #1 [Location]",NA,"carevue","chartevents",NA,NA,NA,NA
"158",469,509,"PT Splint #2 [Location]",NA,"carevue","chartevents",NA,NA,NA,NA
"159",470,510,"PT Splint #3 [Location]",NA,"carevue","chartevents",NA,NA,NA,NA
"160",471,511,"PT Splint #4 [Location]",NA,"carevue","chartevents",NA,NA,NA,NA
"161",472,512,"PVR",NA,"carevue","chartevents",NA,NA,NA,NA
"162",473,513,"PVRI",NA,"carevue","chartevents",NA,NA,NA,NA
"163",474,515,"Pacemaker Mode",NA,"carevue","chartevents",NA,NA,NA,NA
"164",475,516,"Pacemaker Type",NA,"carevue","chartevents",NA,NA,NA,NA
"165",476,517,"Pacer Rate",NA,"carevue","chartevents",NA,NA,NA,NA
"166",477,518,"Pacer Wire Condition",NA,"carevue","chartevents",NA,NA,NA,NA
"167",478,519,"Pacer Wires Atrial",NA,"carevue","chartevents",NA,NA,NA,NA
"168",479,520,"Pacer Wires Ground",NA,"carevue","chartevents",NA,NA,NA,NA
"169",480,521,"Pacer Wires Vent",NA,"carevue","chartevents",NA,NA,NA,NA
"170",481,522,"Pain Cause",NA,"carevue","chartevents",NA,NA,NA,NA
"171",482,523,"Pain Level (Movemnt)",NA,"carevue","chartevents",NA,NA,NA,NA
"172",483,524,"Pain Level (Rest)",NA,"carevue","chartevents",NA,NA,NA,NA
"173",484,525,"Pain Location",NA,"carevue","chartevents",NA,NA,NA,NA
"174",485,526,"Pain Management [Route/Status #1]",NA,"carevue","chartevents",NA,NA,NA,NA
"175",486,527,"Pain Type",NA,"carevue","chartevents",NA,NA,NA,NA
"176",487,529,"Pause Time %",NA,"carevue","chartevents",NA,NA,NA,NA
"177",488,530,"Peak Flow",NA,"carevue","chartevents",NA,NA,NA,NA
"178",489,531,"Peak Flow % (pred)",NA,"carevue","chartevents",NA,NA,NA,NA
"179",490,532,"Peak Flow (Calc)",NA,"carevue","chartevents",NA,NA,NA,NA
"180",491,533,"Peak Flow (Pred)",NA,"carevue","chartevents",NA,NA,NA,NA
"181",492,534,"Peak Flow (actual)",NA,"carevue","chartevents",NA,NA,NA,NA
"182",493,535,"Peak Insp. Pressure",NA,"carevue","chartevents",NA,NA,NA,NA
"183",494,536,"Peri Care",NA,"carevue","chartevents",NA,NA,NA,NA
"184",495,537,"Pericard Drain Site",NA,"carevue","chartevents",NA,NA,NA,NA
"185",496,538,"Pericard Drain Stat",NA,"carevue","chartevents",NA,NA,NA,NA
"186",497,539,"Pericardial Drainage",NA,"carevue","chartevents",NA,NA,NA,NA
"187",498,541,"PetCO2/TcCO2",NA,"carevue","chartevents",NA,NA,NA,NA
"188",499,542,"Pin Care",NA,"carevue","chartevents",NA,NA,NA,NA
"189",500,543,"Plateau Pressure",NA,"carevue","chartevents",NA,NA,NA,NA
"190",501,544,"Plateau Time (7200)",NA,"carevue","chartevents",NA,NA,NA,NA
"191",502,545,"Plateau-Off",NA,"carevue","chartevents",NA,NA,NA,NA
"192",503,546,"Popliteal Pulse [Right]",NA,"carevue","chartevents",NA,NA,NA,NA
"193",504,547,"Position",NA,"carevue","chartevents",NA,NA,NA,NA
"194",505,548,"Position Change",NA,"carevue","chartevents",NA,NA,NA,NA
"195",506,549,"PostTib. Pulses [Right]",NA,"carevue","chartevents",NA,NA,NA,NA
"196",507,550,"Precautions",NA,"carevue","chartevents",NA,NA,NA,NA
"197",508,551,"Pressure Sore #1 [Stage]",NA,"carevue","chartevents",NA,NA,NA,NA
"198",509,552,"Pressure Sore #2 [Stage]",NA,"carevue","chartevents",NA,NA,NA,NA
"199",510,553,"Pressure Sore #3 [Stage]",NA,"carevue","chartevents",NA,NA,NA,NA
"200",511,554,"Press Sore Site #2",NA,"carevue","chartevents",NA,NA,NA,NA
"201",512,555,"PressSore Depth #1",NA,"carevue","chartevents",NA,NA,NA,NA
"202",513,556,"PressSore Depth #2",NA,"carevue","chartevents",NA,NA,NA,NA
"203",514,557,"PressSore Depth #3",NA,"carevue","chartevents",NA,NA,NA,NA
"204",515,558,"Pressure Sore #1 [Drainage]",NA,"carevue","chartevents",NA,NA,NA,NA
"205",516,559,"Pressure Sore #2 [Drainage]",NA,"carevue","chartevents",NA,NA,NA,NA
"206",517,560,"Pressure Sore #3 [Drainage]",NA,"carevue","chartevents",NA,NA,NA,NA
"207",518,561,"Pressure Sore #1 [Width]",NA,"carevue","chartevents",NA,NA,NA,NA
"208",519,562,"Pressure Sore #2 [Width]",NA,"carevue","chartevents",NA,NA,NA,NA
"209",520,563,"Pressure Sore #3 [Width]",NA,"carevue","chartevents",NA,NA,NA,NA
"210",521,564,"PressSoreCleansing#1",NA,"carevue","chartevents",NA,NA,NA,NA
"211",522,565,"PressSoreCleansing#2",NA,"carevue","chartevents",NA,NA,NA,NA
"212",523,566,"PressSoreCleansing#3",NA,"carevue","chartevents",NA,NA,NA,NA
"213",524,567,"PressSoreTreatment#1",NA,"carevue","chartevents",NA,NA,NA,NA
"214",525,568,"PressSoreTreatment#2",NA,"carevue","chartevents",NA,NA,NA,NA
"215",526,569,"PressSoreTreatment#3",NA,"carevue","chartevents",NA,NA,NA,NA
"216",527,570,"PressSoreWoundBase#1",NA,"carevue","chartevents",NA,NA,NA,NA
"217",528,571,"PressSoreWoundBase#2",NA,"carevue","chartevents",NA,NA,NA,NA
"218",529,572,"PressSoreWoundBase#3",NA,"carevue","chartevents",NA,NA,NA,NA
"219",530,573,"Pressure Sore Odor#1",NA,"carevue","chartevents",NA,NA,NA,NA
"220",531,574,"Pressure Sore Odor#2",NA,"carevue","chartevents",NA,NA,NA,NA
"221",532,575,"Pressure Sore Odor#3",NA,"carevue","chartevents",NA,NA,NA,NA
"222",533,576,"Pressure Sore Site#1",NA,"carevue","chartevents",NA,NA,NA,NA
"223",534,577,"Pressure Sore Site#3",NA,"carevue","chartevents",NA,NA,NA,NA
"224",535,578,"Pressure Support",NA,"carevue","chartevents",NA,NA,NA,NA
"225",536,579,"PressureReduceDevice",NA,"carevue","chartevents",NA,NA,NA,NA
"226",537,580,"Previous Weight",NA,"carevue","chartevents",NA,NA,NA,NA
"227",538,581,"Previous WeightF",NA,"carevue","chartevents",NA,NA,NA,NA
"228",539,582,"Procedures",NA,"carevue","chartevents",NA,NA,NA,NA
"229",540,583,"Pulses Paradoxus",NA,"carevue","chartevents",NA,NA,NA,NA
"230",541,584,"Pupil Response [Right]",NA,"carevue","chartevents",NA,NA,NA,NA
"231",542,585,"Pupil Size [Right]",NA,"carevue","chartevents",NA,NA,NA,NA
"232",543,586,"QTc",NA,"carevue","chartevents",NA,NA,NA,NA
"233",544,587,"Qs/Qt",NA,"carevue","chartevents",NA,NA,NA,NA
"234",545,588,"RCW",NA,"carevue","chartevents",NA,NA,NA,NA
"235",546,589,"RCWI",NA,"carevue","chartevents",NA,NA,NA,NA
"236",547,590,"RL Strength/Movement",NA,"carevue","chartevents",NA,NA,NA,NA
"237",548,591,"RLE [Temperature]",NA,"carevue","chartevents",NA,NA,NA,NA
"238",549,592,"RLE [Sensation]",NA,"carevue","chartevents",NA,NA,NA,NA
"239",550,593,"RLL Lung Sounds",NA,"carevue","chartevents",NA,NA,NA,NA
"240",551,594,"ROM [Type]",NA,"carevue","chartevents",NA,NA,NA,NA
"241",552,595,"RSBI (<200)",NA,"carevue","chartevents",NA,NA,NA,NA
"242",553,596,"RU Strength/Movement",NA,"carevue","chartevents",NA,NA,NA,NA
"243",554,597,"RUE [Temperature]",NA,"carevue","chartevents",NA,NA,NA,NA
"244",555,598,"RUE [Sensation]",NA,"carevue","chartevents",NA,NA,NA,NA
"245",556,599,"RUL Lung Sounds",NA,"carevue","chartevents",NA,NA,NA,NA
"246",557,600,"RVAD Flow LPM",NA,"carevue","chartevents",NA,NA,NA,NA
"247",558,601,"RVSW",NA,"carevue","chartevents",NA,NA,NA,NA
"248",559,602,"RVSWI",NA,"carevue","chartevents",NA,NA,NA,NA
"249",560,603,"Radial Pulse [Right]",NA,"carevue","chartevents",NA,NA,NA,NA
"250",561,604,"Radiologic Study",NA,"carevue","chartevents",NA,NA,NA,NA
"251",562,605,"Reason For Restraint",NA,"carevue","chartevents",NA,NA,NA,NA
"252",563,606,"Rec. Breath Pressure",NA,"carevue","chartevents",NA,NA,NA,NA
"253",564,607,"Rec.Breath Time(sec)",NA,"carevue","chartevents",NA,NA,NA,NA
"254",565,608,"Recruit Breath",NA,"carevue","chartevents",NA,NA,NA,NA
"255",566,609,"Remote Alarm",NA,"carevue","chartevents",NA,NA,NA,NA
"256",567,610,"Removed x 5 Mins",NA,"carevue","chartevents",NA,NA,NA,NA
"257",568,611,"Replace Rate ml/hr",NA,"carevue","chartevents",NA,NA,NA,NA
"258",569,612,"Replace.Fluid Infuse",NA,"carevue","chartevents",NA,NA,NA,NA
"259",570,613,"Resp Quotient - (R)",NA,"carevue","chartevents",NA,NA,NA,NA
"260",571,614,"Resp Rate (Spont)",NA,"carevue","chartevents",NA,NA,NA,NA
"261",572,615,"Resp Rate (Total)",NA,"carevue","chartevents",NA,NA,NA,NA
"262",573,616,"Respiratory Effort",NA,"carevue","chartevents",NA,NA,NA,NA
"263",574,617,"Respiratory Pattern",NA,"carevue","chartevents",NA,NA,NA,NA
"264",575,618,"Respiratory Rate",NA,"carevue","chartevents",NA,NA,NA,NA
"265",1,1435,"Sustained Nystamus",NA,"carevue","chartevents",NA,NA,NA,NA
"266",2,1436,"Tactile Disturbances",NA,"carevue","chartevents",NA,NA,NA,NA
"267",3,1437,"Tremor",NA,"carevue","chartevents",NA,NA,NA,NA
"268",4,1438,"Ulnar Pulse [Right]",NA,"carevue","chartevents",NA,NA,NA,NA
"269",5,1439,"Visual Disturbances",NA,"carevue","chartevents",NA,NA,NA,NA
"270",6,1447,"Transpulmonary Pres",NA,"carevue","chartevents",NA,NA,NA,NA
"271",7,1448,"Vd/Vt:",NA,"carevue","chartevents",NA,NA,NA,NA
"272",8,1449,"Arterial BP(Rad)",NA,"carevue","chartevents",NA,NA,NA,NA
"273",9,1450,"level one",NA,"carevue","chartevents",NA,NA,NA,NA
"274",10,1451,"L girth size",NA,"carevue","chartevents",NA,NA,NA,NA
"275",11,1452,"#1 chest tube irrig.",NA,"carevue","chartevents",NA,NA,NA,NA
"276",12,1453,"CT DRSG",NA,"carevue","chartevents",NA,NA,NA,NA
"277",13,1454,"r hips drsg change",NA,"carevue","chartevents",NA,NA,NA,NA
"278",14,1455,"fingerstick glucose",NA,"carevue","chartevents",NA,NA,NA,NA
"279",15,1456,"popliteal pulse r/l",NA,"carevue","chartevents",NA,NA,NA,NA
"280",16,1457,"CPAP",NA,"carevue","chartevents",NA,NA,NA,NA
"281",17,1458,"L ankle dsg change",NA,"carevue","chartevents",NA,NA,NA,NA
"282",18,1459,"gluteral drsg change",NA,"carevue","chartevents",NA,NA,NA,NA
"283",19,1460,"D5W 100meq NaHC03",NA,"carevue","chartevents",NA,NA,NA,NA
"284",20,1462,"wrist  restraints",NA,"carevue","chartevents",NA,NA,NA,NA
"285",21,1463,"pad count",NA,"carevue","chartevents",NA,NA,NA,NA
"286",22,1464,"ZZZly Wake Up",NA,"carevue","chartevents",NA,NA,NA,NA
"287",23,1465,"Back Dsg",NA,"carevue","chartevents",NA,NA,NA,NA
"288",24,1466,"ATC",NA,"carevue","chartevents",NA,NA,NA,NA
"289",25,1467,"Pericare",NA,"carevue","chartevents",NA,NA,NA,NA
"290",26,1468,"HI/Minute/Vol/alarm",NA,"carevue","chartevents",NA,NA,NA,NA
"291",27,1,"% Inspir. Time",NA,"carevue","chartevents",NA,NA,NA,NA
"292",28,2,"ABI (L)",NA,"carevue","chartevents",NA,NA,NA,NA
"293",29,3,"ABI (R)",NA,"carevue","chartevents",NA,NA,NA,NA
"294",30,4,"ABI Ankle BP [Right]",NA,"carevue","chartevents",NA,NA,NA,NA
"295",31,5,"ABI Brachial BP [Right]",NA,"carevue","chartevents",NA,NA,NA,NA
"296",32,6,"ABP [Systolic]",NA,"carevue","chartevents",NA,NA,NA,NA
"297",33,24,"ART Lumen Volume",NA,"carevue","chartevents",NA,NA,NA,NA
"298",34,25,"AV Interval",NA,"carevue","chartevents",NA,NA,NA,NA
"299",35,26,"AaDO2",NA,"carevue","chartevents",NA,NA,NA,NA
"300",36,27,"Abdominal Assessment",NA,"carevue","chartevents",NA,NA,NA,NA
"301",37,28,"Abdominal Girth",NA,"carevue","chartevents",NA,NA,NA,NA
"302",38,29,"Access mmHg",NA,"carevue","chartevents",NA,NA,NA,NA
"303",39,31,"Activity",NA,"carevue","chartevents",NA,NA,NA,NA
"304",40,32,"Activity Tolerance",NA,"carevue","chartevents",NA,NA,NA,NA
"305",41,34,"Add Gas Flow (Vent)",NA,"carevue","chartevents",NA,NA,NA,NA
"306",42,35,"Additional Gas (lpm)",NA,"carevue","chartevents",NA,NA,NA,NA
"307",43,36,"Additional Gas(Mask)",NA,"carevue","chartevents",NA,NA,NA,NA
"308",44,37,"Additional Gas(Vent)",NA,"carevue","chartevents",NA,NA,NA,NA
"309",45,38,"Airway",NA,"carevue","chartevents",NA,NA,NA,NA
"310",46,39,"Airway Size",NA,"carevue","chartevents",NA,NA,NA,NA
"311",47,40,"Airway Type",NA,"carevue","chartevents",NA,NA,NA,NA
"312",48,41,"Alarms Activated",NA,"carevue","chartevents",NA,NA,NA,NA
"313",49,43,"Angio Appearance #1 [Attribute 1]",NA,"carevue","chartevents",NA,NA,NA,NA
"314",50,44,"Angio Appearance #2 [Attribute 1]",NA,"carevue","chartevents",NA,NA,NA,NA
"315",51,45,"Angio Dressing #1",NA,"carevue","chartevents",NA,NA,NA,NA
"316",52,46,"Angio Dressing #2",NA,"carevue","chartevents",NA,NA,NA,NA
"317",53,47,"Angio Site #1",NA,"carevue","chartevents",NA,NA,NA,NA
"318",54,48,"Angio Site #2",NA,"carevue","chartevents",NA,NA,NA,NA
"319",55,49,"Anti-Embolism [Device]",NA,"carevue","chartevents",NA,NA,NA,NA
"320",56,50,"Apnea Time Interval",NA,"carevue","chartevents",NA,NA,NA,NA
"321",57,51,"Arterial BP [Systolic]",NA,"carevue","chartevents",NA,NA,NA,NA
